102,1006,10
103,1006,6
104,1006,3
105,1006,5
106,1006,1
107,1006,0
108,1006,8
109,1006,1
110,1006,9
111,1006,7
112,1006,4
113,1006,9
114,1006,5
115,1006,1
116,1006,6
117,1006,7
118,1006,10
119,1006,8
120,1006,2
121,1006,6
122,1006,2
123,1006,10
124,1006,8
125,1006,4
126,1006,9
127,1006,7
128,1006,3
129,1006,7
130,1006,4
131,1006,2
132,1006,4
133,1006,6
134,1006,3
135,1006,6
136,1006,9
137,1006,1
138,1006,4
139,1006,0
140,1006,4
141,1006,10
142,1006,6
143,1006,3
144,1006,8
145,1006,6
100,1007,8
101,1007,0
102,1007,10
103,1007,1
104,1007,4
105,1007,6
106,1007,7
107,1007,3
108,1007,5
109,1007,4
110,1007,7
111,1007,2
112,1007,4
113,1007,6
114,1007,6
115,1007,7
116,1007,1
117,1007,7
118,1007,10
119,1007,4
120,1007,10
121,1007,9
122,1007,8
123,1007,6
124,1007,3
125,1007,8
126,1007,10
127,1007,0
128,1007,10
129,1007,7
130,1007,3
131,1007,1
132,1007,7
133,1007,3
134,1007,4
135,1007,5
136,1007,8
137,1007,0
138,1007,0
139,1007,5
140,1007,1
141,1007,3
142,1007,10
143,1007,3
144,1007,8
145,1007,5
100,1008,0
101,1008,7
102,1008,2
103,1008,7
104,1008,3
105,1008,8
106,1008,7
107,1008,6
108,1008,8
109,1008,10
110,1008,6
111,1008,0
112,1008,2
113,1008,0
114,1008,4
115,1008,9
116,1008,7
117,1008,0
118,1008,4
119,1008,3
120,1008,6
121,1008,7
122,1008,1
123,1008,10
124,1008,8
125,1008,0
126,1008,2
127,1008,10
128,1008,9
129,1008,10
130,1008,4
131,1008,7
132,1008,2
133,1008,5
134,1008,7
135,1008,2
136,1008,5
137,1008,7
138,1008,2
139,1008,9
140,1008,6
141,1008,0
142,1008,8
143,1008,0
144,1008,0
145,1008,9
100,1009,6
101,1009,1
102,1009,10
103,1009,3
104,1009,2
105,1009,5
106,1009,1
107,1009,0
108,1009,2
109,1009,4
110,1009,4
111,1009,3
112,1009,0
113,1009,8
114,1009,8
115,1009,4
116,1009,3
117,1009,4
118,1009,5
119,1009,9
120,1009,5
121,1009,6
122,1009,3
123,1009,6
124,1009,6
125,1009,6
126,1009,2
127,1009,6
128,1009,4
129,1009,5
130,1009,0
131,1009,0
132,1009,7
133,1009,2
134,1009,0
135,1009,7
136,1009,3
137,1009,3
138,1009,0
139,1009,2
140,1009,6
141,1009,5
142,1009,9
143,1009,1
144,1009,5
145,1009,2
